,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fairxgboost__anomalies_per_to_remove,param_fairxgboost__anomaly_model_params,param_fairxgboost__base_clf_class,param_fairxgboost__data_columns,param_fairxgboost__include_sensitive_feature,param_fairxgboost__remove_side,param_fairxgboost__sensitive_col_name,param_fairxgboost__snsftr_slctrt_sub_groups,param_fairxgboost__verbose,params,split0_test_eod,split1_test_eod,split2_test_eod,split3_test_eod,split4_test_eod,mean_test_eod,std_test_eod,rank_test_eod,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_fbeta_2,split1_test_fbeta_2,split2_test_fbeta_2,split3_test_fbeta_2,split4_test_fbeta_2,mean_test_fbeta_2,std_test_fbeta_2,rank_test_fbeta_2
0,4.272070360183716,6.549601546334522,0.06541967391967773,0.00309805699749257,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,only_non_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_non_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.35,-0.2941176470588235,-0.15625,-0.46153846153846156,-0.4285714285714286,-0.3380955074337427,0.10822902840186992,155,0.6307692307692307,0.609375,0.6494040938485384,0.5891690009337068,0.5698924731182796,0.6097219597339512,0.028378132026227826,420,0.6168574812475326,0.6003118503118503,0.6397166279824006,0.5836863047105635,0.5669710806697108,0.6015086689844116,0.025327251009618187,432
1,0.475659704208374,0.019462401870603264,0.06610493659973145,0.004678788384441428,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,only_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.5,-0.3529411764705882,-0.3913043478260869,-0.4153846153846154,-0.4,-0.41192602793625815,0.04861210326153868,592,0.6766556960563543,0.602748426583521,0.5794285714285714,0.6429931972789116,0.5746365744668817,0.615292493162848,0.03906212972022201,329,0.6594964448816694,0.5955123129463893,0.5753404995055978,0.632962377887283,0.5711588153448618,0.6068940901131603,0.03420159981385678,330
2,0.4860408782958984,0.04668725275959137,0.06820850372314453,0.004713304779809881,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,all,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.09999999999999998,-0.34782608695652173,-0.4,-0.4,-0.32956521739130434,0.11654769341054963,107,0.6428355957767722,0.6078431372549019,0.6031061259706644,0.5563683558492125,0.5609639704127893,0.5942234370528681,0.03214572962593799,685,0.6285470251540248,0.5997304582210242,0.5971786833855799,0.5556650761592867,0.559725585149314,0.5881693656138459,0.027242465156393936,696
3,0.5315315246582031,0.05042909911360604,0.07702927589416504,0.007444020676892701,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",False,only_non_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': False, 'fairxgboost__remove_side': 'only_non_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.35,-0.3529411764705882,-0.34782608695652173,-0.5384615384615384,-0.4,-0.3978457603777296,0.07291782219132172,529,0.6102564102564102,0.5991410164638511,0.6184349176418391,0.602748426583521,0.5977142857142858,0.6056590113319815,0.007725726952565873,508,0.600407948414265,0.5920096852300241,0.6102038557911961,0.5955123129463893,0.5912889541003477,0.5978845512964444,0.006953794140030935,511
4,0.5687931537628174,0.08492502949865172,0.07994556427001953,0.014667070867243896,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",False,only_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': False, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.4117647058823529,-0.4782608695652174,-0.6153846153846154,-0.4,-0.46108203816643717,0.08246044824174863,761,0.6428355957767722,0.5656108597285068,0.625578231292517,0.6236559139784946,0.5781147000659196,0.607159060168442,0.029846457267497215,477,0.6285470251540248,0.563779661428606,0.6172439267834547,0.6145357686453576,0.5743403007661023,0.599689336555509,0.025664858301930372,471
5,0.5372761249542236,0.09775909259668857,0.0701223373413086,0.004193111679893448,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",False,all,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 10, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': False, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.6666666666666667,-0.40350877192982454,-0.4,-0.4,-0.45403508771929824,0.10632447419799956,742,0.6541288370082144,0.5692307692307692,0.6386364830085614,0.6057347670250897,0.5704948646125116,0.6076451441770292,0.034585123382434614,463,0.6370416534284853,0.5675088827477299,0.6307365295987442,0.5986808726534754,0.5676421512001026,0.6003220179257074,0.02973463650015664,462
6,0.5070985317230224,0.04518677511552878,0.07405943870544433,0.010852996075234544,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,only_non_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_non_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.24,-0.140625,-0.6153846153846154,-0.4,-0.3592019230769231,0.16182923578035718,282,0.6235294117647059,0.5598899724931233,0.6308503625576796,0.613002182762079,0.6265172735760971,0.610757840630737,0.026106548120508638,393,0.6123551842226702,0.5595600013075741,0.6216305684290173,0.6039435463754939,0.6157746117314851,0.6026527824132482,0.022294076444726352,398
7,0.49755096435546875,0.037252355726876296,0.06985931396484375,0.0057201933075089195,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,only_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.4117647058823529,-0.4347826086956522,-0.6153846153846154,-0.5238095238095238,-0.4771482907544288,0.08161896234435159,785,0.6564065855404438,0.6265172735760971,0.6184349176418391,0.6236559139784946,0.627039627039627,0.6304108635553003,0.013351819834067346,118,0.6404358353510896,0.6157746117314851,0.6102038557911961,0.6145357686453576,0.6196421334829638,0.6201184410004185,0.010595824321537254,124
8,0.49022822380065917,0.03992765317136441,0.06781854629516601,0.0021942680775225575,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",True,all,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4,-0.33333333333333337,-0.33333333333333337,-0.46153846153846156,-0.4285714285714286,-0.39135531135531143,0.05122215235462836,494,0.634364770551541,0.5991410164638511,0.613002182762079,0.6108377170654449,0.5704948646125116,0.6055681102910855,0.020898430221957462,509,0.6207485071404714,0.5920096852300241,0.6039435463754939,0.6029616378453588,0.5676421512001026,0.5974611055582901,0.017512675349303498,521
9,0.5407923698425293,0.04721857914000384,0.07168517112731934,0.005190755584220468,0.1,"{'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}",<class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>,"('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age')",False,only_non_privilaged,statussex,"(('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.1, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 100, 'max_samples': 'auto', 'contamination': 'auto', 'max_features': 15, 'bootstrap': True, 'n_jobs': -1}}, 'fairxgboost__base_clf_class': <class 'BaseClassifiers.GermanCreditBaseClf.GermanBaseClf'>, 'fairxgboost__data_columns': ('creditamount', 'duration', 'telephone_A192', 'statussex_A91', 'statussex_A92', 'statussex_A93', 'statussex_A94', 'purpose_A40', 'purpose_A41', 'purpose_A410', 'purpose_A42', 'purpose_A43', 'purpose_A44', 'purpose_A45', 'purpose_A46', 'purpose_A48', 'purpose_A49', 'foreignworker_A202', 'existingchecking', 'credithistory', 'savings', 'employmentsince', 'otherdebtors', 'property', 'housing', 'job', 'residencesince', 'otherinstallmentplans', 'existingcredits', 'peopleliable', 'installmentrate', 'age'), 'fairxgboost__include_sensitive_feature': False, 'fairxgboost__remove_side': 'only_non_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A91', 'statussex_A92'), ('statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.35,-0.2941176470588235,-0.4347826086956522,-0.46153846153846156,-0.4,-0.3880877434585875,0.05999729244059821,471,0.6155594519124619,0.5645294005949744,0.637618636755824,0.59412424045779,0.5891690009337068,0.6002001461309514,0.02476714192609995,595,0.6044797055886988,0.5635376101660177,0.6285266457680251,0.5878507229700916,0.5836863047105635,0.5936161978406794,0.021786785396842773,604
