,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fairxgboost__anomalies_per_to_remove,param_fairxgboost__anomaly_model_params,param_fairxgboost__base_clf,param_fairxgboost__data_columns,param_fairxgboost__include_sensitive_feature,param_fairxgboost__remove_side,param_fairxgboost__sensitive_col_name,param_fairxgboost__snsftr_slctrt_sub_groups,param_fairxgboost__verbose,params,split0_test_eod,split1_test_eod,split2_test_eod,split3_test_eod,split4_test_eod,mean_test_eod,std_test_eod,rank_test_eod,split0_test_aod,split1_test_aod,split2_test_aod,split3_test_aod,split4_test_aod,mean_test_aod,std_test_aod,rank_test_aod,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.855758810043335,0.2957780168099998,0.04793038368225098,0.0011730539948706887,0.35,"{'IF': {'n_estimators': 200, 'max_features': 10, 'n_jobs': -1, 'random_state': 42}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,only_privilaged,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 200, 'max_features': 10, 'n_jobs': -1, 'random_state': 42}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.34782608695652173,-0.2142857142857143,-0.33333333333333337,-0.5,-0.6666666666666667,-0.4124223602484472,0.15620236458228176,51,-0.2572463768115942,-0.1388888888888889,-0.22404371584699456,-0.27307692307692305,-0.38888888888888895,-0.2564289587026579,0.08085533743885905,36,0.5781147000659196,0.5553085047248472,0.6184349176418391,0.6891428571428571,0.658178878688146,0.6198359716527218,0.04935594055341054,27
1,0.6991981983184814,0.011587394092922745,0.04844918251037598,0.003056858529695665,0.35,"{'IF': {'n_estimators': 200, 'max_features': 10, 'n_jobs': -1, 'random_state': 42}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,all,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'IF': {'n_estimators': 200, 'max_features': 10, 'n_jobs': -1, 'random_state': 42}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.30434782608695654,-0.2142857142857143,-0.4285714285714286,-0.35,-0.6666666666666667,-0.3927743271221532,0.15349626718047157,38,-0.19384057971014496,-0.13839285714285715,-0.26346604215456676,-0.2583333333333333,-0.38888888888888895,-0.2485843402459582,0.08383426096039061,27,0.5563683558492125,0.511656601077992,0.5891690009337068,0.6373180625149129,0.6373180625149129,0.5863660165781475,0.04833515305689051,53
2,0.36545515060424805,0.009073788732779985,0.04751763343811035,0.002835906826895741,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 0.0001}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,only_privilaged,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 0.0001}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.3913043478260869,-0.2857142857142857,-0.4285714285714286,-0.36363636363636365,-0.8,-0.45384528514963307,0.17932033112421927,66,-0.25334448160535117,-0.24285714285714283,-0.2716627634660422,-0.2246753246753247,-0.4454545454545455,-0.2875988516116813,0.08038274888670399,63,0.6160000000000001,0.5842716092153126,0.6548748921484038,0.658178878688146,0.6891428571428571,0.6404936474389439,0.03646145788481084,3
3,0.3588552474975586,0.006451154934103392,0.04454050064086914,0.0006608060469658722,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 0.0001}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,all,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 0.0001}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.33333333333333337,-0.2857142857142857,-0.16666666666666663,-0.40909090909090906,-0.6666666666666667,-0.3722943722943723,0.1669166618915445,25,-0.19444444444444448,-0.24285714285714283,-0.14583333333333331,-0.28787878787878785,-0.4027777777777778,-0.25475829725829724,0.08792130526281419,35,0.618229539489382,0.5609639704127893,0.6494040938485384,0.6604081632653062,0.6525714285714286,0.6283154391174889,0.0366086684651909,14
4,0.36675362586975097,0.008067683704817372,0.04663515090942383,0.0016745548013649607,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 0.01}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,only_privilaged,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 0.01}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.34782608695652173,-0.3214285714285714,-0.1311475409836066,-0.5,-0.46666666666666673,-0.35341377320707335,0.13020775178123575,13,-0.21557971014492755,-0.2607142857142857,-0.12509758001561283,-0.3333333333333333,-0.2787878787878788,-0.2427025575992076,0.06986714517084038,19,0.6108377170654449,0.59412424045779,0.6609451154905701,0.6594982078853048,0.6638655462184875,0.6378541654235195,0.02939538500969247,6
5,0.3606959342956543,0.005954212531171585,0.048157548904418944,0.002438393213451927,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 0.01}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,all,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 0.01}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.2777777777777778,-0.2857142857142857,-0.16666666666666663,-0.40909090909090906,-0.6666666666666667,-0.36118326118326116,0.170940925595104,20,-0.1597222222222222,-0.24285714285714283,-0.13251366120218577,-0.28787878787878785,-0.4166666666666667,-0.24792769616540106,0.10118818656918543,25,0.609375,0.5842716092153126,0.6778231292517007,0.6548748921484038,0.6078431372549019,0.6268375535740638,0.034243859389085245,17
6,0.3837639331817627,0.009153830767998678,0.04300212860107422,0.0011505568505188442,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 1}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,only_privilaged,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 1}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.4782608695652174,-0.3214285714285714,-0.26190476190476186,-0.30000000000000004,-0.6666666666666667,-0.40565217391304353,0.14987988766931623,48,-0.322463768115942,-0.2607142857142857,-0.1883294301327088,-0.1642857142857143,-0.37500000000000006,-0.2621586396497302,0.07924875895625756,42,0.637618636755824,0.602748426583521,0.6184349176418391,0.6050382935628837,0.6507580673706567,0.6229196683829449,0.0186428092294167,23
7,0.36835761070251466,0.00615387964145866,0.04809756278991699,0.003641678205118769,0.35,"{'SVM': {'kernel': 'rbf', 'gamma': 1}}",<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,all,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'SVM': {'kernel': 'rbf', 'gamma': 1}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.3913043478260869,-0.5,-0.3571428571428571,-0.18181818181818177,-0.5,-0.38605307735742517,0.1170837918669714,31,-0.2789855072463768,-0.35,-0.24414519906323184,-0.10519480519480517,-0.2916666666666667,-0.2539984356342161,0.0818524971401797,33,0.6081632653061224,0.55078125,0.6132718083937596,0.5098858256752994,0.5750725711815207,0.5714349441113404,0.038281573066353915,60
8,3.247515344619751,1.433384484337296,0.047537612915039065,0.0030047323641041374,0.35,{'RC': {'random_state': 42}},<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,only_privilaged,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'RC': {'random_state': 42}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'only_privilaged', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.2777777777777778,-0.2857142857142857,-0.4285714285714286,-0.36363636363636365,-0.5238095238095237,-0.3759018759018759,0.09226411754916565,27,-0.18055555555555558,-0.24285714285714283,-0.2767857142857143,-0.26515151515151514,-0.30735930735930733,-0.254541847041847,0.0424441808532692,34,0.5842716092153126,0.6042232277526396,0.6132718083937596,0.609375,0.6373180625149129,0.6096919415753249,0.017042409364503342,38
9,2.7591586112976074,1.759052505546068,0.04886584281921387,0.0012896738838536039,0.35,{'RC': {'random_state': 42}},<BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>,"('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age')",True,all,statussex,"(('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94'))",False,"{'fairxgboost__anomalies_per_to_remove': 0.35, 'fairxgboost__anomaly_model_params': {'RC': {'random_state': 42}}, 'fairxgboost__base_clf': <BaseClassifiers.GermanCreditBaseClf.GermanBaseClf object at 0x7fcabd0bb890>, 'fairxgboost__data_columns': ('telephone_A192', 'statussex_A94', 'statussex_A93', 'statussex_A92', 'statussex_A91', 'savings', 'residencesince', 'purpose_A49', 'purpose_A48', 'purpose_A46', 'purpose_A45', 'purpose_A44', 'purpose_A43', 'purpose_A42', 'purpose_A410', 'purpose_A41', 'purpose_A40', 'property', 'peopleliable', 'otherinstallmentplans', 'otherdebtors', 'job', 'installmentrate', 'housing', 'foreignworker_A202', 'existingcredits', 'existingchecking', 'employmentsince', 'duration', 'credithistory', 'creditamount', 'age'), 'fairxgboost__include_sensitive_feature': True, 'fairxgboost__remove_side': 'all', 'fairxgboost__sensitive_col_name': 'statussex', 'fairxgboost__snsftr_slctrt_sub_groups': (('statussex_A92',), ('statussex_A91', 'statussex_A93', 'statussex_A94')), 'fairxgboost__verbose': False}",-0.2777777777777778,-0.5,-0.3571428571428571,-0.5,-0.33333333333333337,-0.3936507936507937,0.09057360392182288,40,-0.1965811965811966,-0.28125,-0.22023809523809523,-0.3333333333333333,-0.18055555555555558,-0.24239163614163614,0.05690947432438492,17,0.5703125,0.5367201895235588,0.609375,0.5410579681142018,0.5098858256752994,0.553470296662612,0.033891691515492754,67
